Service,Port,Protocol,Description
unknown,45662,unknown,Unassigned
unknown,45663,unknown,Unassigned
unknown,45664,unknown,Unassigned
unknown,45665,unknown,Unassigned
unknown,45666,unknown,Unassigned
unknown,45667,unknown,Unassigned
unknown,45668,unknown,Unassigned
unknown,45669,unknown,Unassigned
unknown,45670,unknown,Unassigned
unknown,45671,unknown,Unassigned
unknown,45672,unknown,Unassigned
unknown,45673,unknown,Unassigned
unknown,45674,unknown,Unassigned
